Orthogroup	Cmi	Cpl	Ler	Loc	Gga	Xtr
N0.HOG0002351	Cmi21	Cpl31	Ler29	Loc19	Gga28	Xtr01
N0.HOG0002352	Cmi05	Cpl11	Ler10	Loc10		Xtr04
N0.HOG0002353	Cmi08	Cpl03	Ler31	Loc21	Gga17	Xtr08
N0.HOG0002354	Cmi05	Cpl11	Ler10	Loc10		Xtr04
N0.HOG0002355	Cmi05	Cpl11	Ler10	Loc10		Xtr04
N0.HOG0002356	Cmi08	Cpl30	Ler31	Loc21	Gga17	Xtr08
N0.HOG0002357	Cmi05	Cpl11	Ler10	Loc10	Gga08	Xtr04
N0.HOG0002358	Cmi08	Cpl34	Ler39	Loc21	Gga17	Xtr08
N0.HOG0002359	Cmi08	Cpl30	Ler31	Loc21	Gga17	Xtr08
N0.HOG0002360	Cmi05	Cpl11		Loc06, Loc10	Gga08	Xtr04
N0.HOG0002361	Cmi08	Cpl30	Ler31	Loc21	Gga17	Xtr08
N0.HOG0002362	Cmi05	Cpl11	Ler10	Loc10	Gga08	Xtr04
N0.HOG0002363	Cmi29	Cpl08	Ler39	Loc06		Xtr03
N0.HOG0002364	Cmi05	Cpl11	Ler10	Loc10	Gga08	Xtr04
N0.HOG0002365	CmiSca	Cpl08	Ler39	Loc06	Gga30	Xtr03
N0.HOG0002366	Cmi05	Cpl11	Ler10	Loc10	Gga08	Xtr04
N0.HOG0002367	Cmi05	Cpl23	Ler22	Loc08	Gga01	Xtr03
N0.HOG0002368	Cmi17	Cpl16	Ler18	Loc27	Gga05	Xtr04
N0.HOG0002369	Cmi05	Cpl23	Ler22	Loc08		Xtr03
N0.HOG0002370	Cmi05			Loc08	Gga01	Xtr03
N0.HOG0002371	Cmi17	Cpl16	Ler18	Loc27	Gga05	Xtr04
N0.HOG0002372	Cmi05	Cpl23	Ler22	Loc08	Gga01	Xtr03
N0.HOG0002373	Cmi19	Cpl26		Loc03	Gga26	Xtr02
N0.HOG0002374	Cmi05	Cpl23	Ler22	Loc08, Loc02	Gga01	Xtr03
N0.HOG0002375	Cmi17	Cpl26		Loc03	Gga05	Xtr04
N0.HOG0002376	Cmi05	Cpl19	Ler19	Loc08	Gga01	Xtr03
N0.HOG0002377	Cmi05	Cpl19		Loc08	Gga01	Xtr03
N0.HOG0002378	Cmi19	Cpl26	Ler24	Loc03		
N0.HOG0002379	Cmi17	Cpl16	Ler18	Loc27	Gga05	Xtr04
N0.HOG0002380	Cmi05	Cpl19	Ler19	Loc08	Gga01	Xtr03
N0.HOG0002381	Cmi05		Ler19	Loc08	Gga01	Xtr03
N0.HOG0002382	Cmi19	Cpl26	Ler24	Loc03	Gga26	Xtr02
N0.HOG0002383	Cmi05	Cpl19	Ler19	Loc08	Gga01	Xtr03
N0.HOG0002384	Cmi05	Cpl19	Ler19	Loc08	Gga01	Xtr03
N0.HOG0002385	Cmi19	Cpl26	Ler24	Loc03	Gga26	Xtr02
N0.HOG0002386	Cmi19	Cpl26	Ler24	Loc03	Gga26	Xtr02
N0.HOG0002387	Cmi05	Cpl19	Ler19	Loc08	Gga01	Xtr03
N0.HOG0002388	Cmi05	Cpl19	Ler19	Loc08	Gga01	Xtr03
N0.HOG0002389	Cmi19	Cpl26	Ler24	Loc03	Gga26	Xtr02
N0.HOG0002390	Cmi19	Cpl28	Ler24	Loc03	Gga26	Xtr02
N0.HOG0002391	Cmi05	Cpl19	Ler19	Loc08	Gga01	Xtr03
N0.HOG0002392	Cmi12	Cpl18	Ler16	Loc05	Gga12	Xtr04
N0.HOG0002393	Cmi05	Cpl19	Ler19	Loc08	Gga01	Xtr03
N0.HOG0002394	Cmi19	Cpl26	Ler24	Loc03	Gga26	Xtr02
N0.HOG0002395	Cmi05	Cpl19	Ler19	Loc08	Gga01	Xtr03
N0.HOG0002396	Cmi05	Cpl19	Ler19	Loc08	Gga01	Xtr03
N0.HOG0002397	Cmi17	Cpl16	Ler18	Loc27	Gga05	Xtr04
N0.HOG0002398	Cmi05	Cpl19	Ler19	Loc08	Gga01	Xtr03
N0.HOG0002399	Cmi19	Cpl26	Ler24	Loc03	Gga26	Xtr02
N0.HOG0002400	Cmi05	Cpl19	Ler19	LocSca	Gga01	Xtr03
N0.HOG0002401	Cmi12	Cpl18	Ler16	Loc05	Gga12	Xtr04
N0.HOG0002402	Cmi05	Cpl19	Ler19	Loc08	Gga01	Xtr03
N0.HOG0002403	Cmi12	Cpl18	Ler16	Loc05	Gga12	Xtr04
N0.HOG0002404	Cmi17	Cpl16	Ler18	Loc27	Gga05	Xtr04
N0.HOG0002405	Cmi05	Cpl19	Ler19	Loc08	Gga01	Xtr03
N0.HOG0002406	Cmi05	Cpl19	Ler19	Loc08	Gga01	Xtr03
N0.HOG0002407	Cmi12	Cpl18	Ler16	Loc05	Gga12	Xtr04
N0.HOG0002408	Cmi19	Cpl26	Ler24	Loc03	Gga26	Xtr02
N0.HOG0002409	Cmi05	Cpl19	Ler19	Loc08	Gga01	Xtr03
N0.HOG0002410	Cmi12	Cpl18	Ler16	Loc05	Gga12	Xtr04
N0.HOG0002411	Cmi05	Cpl19			Gga01	Xtr03
N0.HOG0002412	Cmi05	Cpl19	Ler19	Loc08	Gga01	Xtr03
N0.HOG0002413	Cmi19	Cpl26	Ler24	Loc03	Gga26	Xtr02
N0.HOG0002414	Cmi05	Cpl23	Ler22	Loc08	Gga01	Xtr03
N0.HOG0002415	Cmi19	Cpl26	Ler24	Loc03	Gga26	Xtr02
N0.HOG0002416	Cmi19	Cpl26	Ler24	Loc03	Gga26	Xtr02
N0.HOG0002417	Cmi05	Cpl23	Ler22	Loc08	Gga01	Xtr03
N0.HOG0002418	Cmi05	Cpl29, Cpl28, Cpl14, Cpl25			Gga03, GgaW	Xtr01
N0.HOG0002419	Cmi05	Cpl23	Ler22	Loc08	Gga01	Xtr03
N0.HOG0002420	Cmi12	Cpl18	Ler16	Loc05	Gga12	Xtr04
N0.HOG0002421	Cmi05	Cpl23	Ler22	Loc08	Gga01	Xtr03
N0.HOG0002422	Cmi19	Cpl28	Ler24	Loc03	Gga26	Xtr02
N0.HOG0002423	Cmi05	Cpl23	Ler22	Loc08		
N0.HOG0002424	Cmi05	Cpl23	Ler22	Loc08	Gga01	Xtr03
N0.HOG0002425	Cmi05	Cpl23	Ler22	Loc08	Gga01	Xtr03
N0.HOG0002426	Cmi12	Cpl18	Ler16	Loc05	Gga12	Xtr04
N0.HOG0002427	Cmi06	Cpl07	Ler07		Gga07	Xtr09
N0.HOG0002428	CmiSca	Cpl05	Ler02	Loc09	Gga02	Xtr06
N0.HOG0002429	CmiSca	Cpl43	Ler40	Loc04	Gga34	Xtr02
N0.HOG0002430	Cmi06	Cpl07	Ler07	Loc12	Gga07	Xtr09
N0.HOG0002431	Cmi23	Cpl33	Ler27	Loc15	Gga27	Xtr10
N0.HOG0002432	Cmi06	Cpl07	Ler07	Loc12	Gga07	Xtr09
N0.HOG0002433	Cmi27	Cpl42	Ler40	Loc03, Loc04		Xtr02
N0.HOG0002434	Cmi06	Cpl07	Ler07	Loc12	Gga07	Xtr09
N0.HOG0002435	Cmi06	Cpl07	Ler07	Loc12	Gga07	Xtr09
N0.HOG0002436	Cmi27	Cpl42	Ler40	Loc04	Gga34	Xtr02
N0.HOG0002437	Cmi06	Cpl07	Ler07	Loc12		Xtr09
N0.HOG0002438	Cmi27	Cpl43	Ler40	Loc04	Gga34	Xtr02
N0.HOG0002439	Cmi23	Cpl33	Ler27	Loc15	Gga27	Xtr10
N0.HOG0002440	Cmi06	Cpl07	Ler07	Loc12	Gga07	Xtr09
N0.HOG0002441	Cmi06	Cpl07	Ler07	Loc12	Gga07	Xtr09
N0.HOG0002442	Cmi27	Cpl43	Ler40	Loc04	Gga34	Xtr02
N0.HOG0002443	Cmi28	Cpl42	Ler35	Loc01		
N0.HOG0002444		Cpl01		Loc04		
N0.HOG0002445		Cpl22	Ler15	Loc05		
N0.HOG0002446	Cmi07	Cpl22	Ler15	Loc05	Gga06	Xtr07
N0.HOG0002447	Cmi28	Cpl42	Ler35	Loc01	Gga22	Xtr03
N0.HOG0002448	Cmi07	Cpl22	Ler15	Loc05	Gga06	Xtr07
N0.HOG0002449	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0002450	Cmi07	Cpl38	Ler34	Loc05	Gga06	
N0.HOG0002451	Cmi28	Cpl42	Ler35	Loc01	Gga22	
N0.HOG0002452	Cmi07	Cpl38	Ler34	Loc05	Gga06	Xtr07
N0.HOG0002453	Cmi27	Cpl42	Ler35	Loc01	Gga22	Xtr03
N0.HOG0002454	Cmi28	Cpl42	Ler35	Loc01	Gga22	Xtr03
N0.HOG0002455	Cmi07	Cpl38	Ler34	Loc05	Gga06	Xtr07
N0.HOG0002456	Cmi07	Cpl22	Ler15	LocSca	Gga06	Xtr07
N0.HOG0002457	Cmi28	Cpl42	Ler35	Loc01	Gga22	
N0.HOG0002458	Cmi07	Cpl22	Ler15	Loc05	Gga06	
N0.HOG0002459	Cmi10	Cpl28	Ler28	Loc22	Gga19	Xtr02
N0.HOG0002460	Cmi08	CplSca	Ler25	LocSca	Gga15	Xtr01
N0.HOG0002461	Cmi10	Cpl28		Loc22	Gga19	Xtr02
N0.HOG0002462	Cmi08	Cpl25	Ler25	Loc20	Gga15	Xtr01
N0.HOG0002463	Cmi08	Cpl25	Ler25	Loc20	Gga15	Xtr01
N0.HOG0002464	Cmi10	Cpl28	Ler28	Loc22	Gga19	Xtr02
N0.HOG0002465	Cmi10	Cpl28	Ler28	Loc22	Gga19	Xtr02
N0.HOG0002466	Cmi08	Cpl25	Ler25	Loc20	Gga15	Xtr01
N0.HOG0002467	Cmi10	Cpl28	Ler28	Loc22	Gga19	Xtr02
N0.HOG0002468	Cmi08	Cpl25	Ler25	Loc20	Gga15	Xtr01
N0.HOG0002469	Cmi08	Cpl25	Ler25	Loc20	Gga15	Xtr01
N0.HOG0002470	CmiSca	Cpl28	Ler28	Loc22	Gga19	Xtr02
N0.HOG0002471	Cmi10	Cpl28			Gga19	Xtr02
N0.HOG0002472	Cmi08	Cpl25	Ler25		Gga15	Xtr01
N0.HOG0002473		Cpl28				Xtr02
N0.HOG0002474	Cmi08	Cpl25	Ler25	Loc20	Gga15	Xtr01
N0.HOG0002475	Cmi10	Cpl28	Ler28	Loc22	Gga19	Xtr02
N0.HOG0002476	Cmi08	CplSca	Ler25	Loc09		Xtr01
N0.HOG0002477	Cmi10	Cpl28	Ler28	Loc22	Gga19	Xtr02, Xtr09
N0.HOG0002478	Cmi08	Cpl25	Ler25	Loc20	Gga15	Xtr01
N0.HOG0002479	Cmi10	Cpl28	Ler28	Loc22	Gga19	Xtr02
N0.HOG0002480	Cmi08	Cpl25	Ler25	Loc20	Gga15	Xtr01
N0.HOG0002481	Cmi08	Cpl25	Ler25	Loc20	Gga15	Xtr01
N0.HOG0002482	Cmi10	Cpl28	Ler28	Loc09, Loc22	Gga19	
N0.HOG0002483	Cmi10	Cpl28	Ler28	Loc22	Gga19	Xtr02
N0.HOG0002484	Cmi08	Cpl25	Ler25	Loc20	Gga15	Xtr01
N0.HOG0002485	Cmi10	Cpl28	Ler28	Loc22	Gga19	Xtr02
N0.HOG0002486	Cmi08	Cpl25	Ler25	Loc20	Gga15	Xtr01
N0.HOG0002487	Cmi08					Xtr09
N0.HOG0002488		Cpl25				Xtr01
N0.HOG0002489	Cmi10	Cpl28	Ler28	Loc20, Loc14, Loc22, Loc05	Gga19	
N0.HOG0002490	Cmi29	Cpl08	Ler39	Loc06	Gga30	
N0.HOG0002491	Cmi08	Cpl30	Ler31	Loc21	Gga17	Xtr08
N0.HOG0002492	Cmi29		Ler39	Loc06	Gga30, Gga08	Xtr04
N0.HOG0002493	Cmi08	Cpl30	Ler31	Loc21	Gga17	Xtr08
N0.HOG0002494	Cmi09	Cpl10		Loc07		Xtr08
N0.HOG0002495		Cpl03	LerSca		Gga03	Xtr05
N0.HOG0002496			Ler08			Xtr05
N0.HOG0002497		Cpl41	Ler38	Loc02	Gga38	Xtr08
N0.HOG0002498	Cmi09	Cpl10	Ler09	Loc07	Gga05	Xtr08
N0.HOG0002499	Cmi09	Cpl41	Ler38, Ler09	Loc02		Xtr08
N0.HOG0002500		Cpl10	Ler09	Loc07	Gga05	Xtr08
N0.HOG0002501	Cmi09	Cpl10	Ler09	Loc07	Gga05	Xtr08
N0.HOG0002502	CmiSca	Cpl41	Ler38	Loc02	Gga38	Xtr08
N0.HOG0002503	CmiSca	Cpl41	Ler38	Loc03, Loc02		Xtr08
N0.HOG0002504	Cmi09	Cpl10	Ler09	Loc07	Gga05	Xtr08
N0.HOG0002505		Cpl41	Ler38	Loc02	Gga38	Xtr08
N0.HOG0002506	Cmi09	Cpl10	Ler09	Loc07	Gga05	Xtr08
N0.HOG0002507	Cmi24	Cpl34		Loc25	Gga21	Xtr07
N0.HOG0002508	Cmi11	Cpl13	Ler14	Loc14, Loc26	Gga09	Xtr05
N0.HOG0002509	Cmi11	Cpl13	Ler14	Loc14	Gga09	Xtr05
N0.HOG0002510	Cmi24	Cpl34	Ler30	Loc25	Gga21	Xtr07
N0.HOG0002511	Cmi11	Cpl13	Ler14	Loc14	Gga09	Xtr05
N0.HOG0002512	Cmi24	Cpl34	Ler30	Loc25	Gga21	Xtr07
N0.HOG0002513	Cmi11	Cpl13	Ler14	Loc14	Gga09	Xtr05
N0.HOG0002514		Cpl43	LerSca	Loc02		Xtr03
N0.HOG0002515	Cmi11	Cpl13	Ler14	Loc14	Gga09	
N0.HOG0002516	Cmi24	Cpl34	Ler30	Loc25	Gga21	Xtr07
N0.HOG0002517	CmiSca	Cpl48	LerSca	Loc02		Xtr03
N0.HOG0002518	Cmi11	Cpl13	Ler14	Loc14	Gga09	Xtr05
N0.HOG0002519	Cmi11	Cpl13		Loc14		Xtr05
N0.HOG0002520	Cmi11, Cmi15	Cpl13		Loc14	Gga09	Xtr05
N0.HOG0002521	Cmi24	Cpl34	Ler30	Loc25	Gga21	Xtr07
N0.HOG0002522	Cmi11	Cpl13	Ler14	Loc14	Gga09	Xtr05
N0.HOG0002523	Cmi11	Cpl13	Ler14	Loc14		Xtr05
N0.HOG0002524	Cmi24	Cpl34	Ler30	Loc25		Xtr07
N0.HOG0002525	CmiSca	Cpl48	LerSca	Loc02		Xtr03
N0.HOG0002526	Cmi11	Cpl13	Ler14	Loc14	Gga09	Xtr05
N0.HOG0002527		Cpl34	Ler14		Gga21, Gga09	Xtr07
N0.HOG0002528	Cmi24, Cmi11	Cpl13	Ler30	Loc14, Loc25		Xtr05
N0.HOG0002529	Cmi24	Cpl34	Ler30	Loc25	Gga21	Xtr07
N0.HOG0002530	Cmi11	Cpl13	Ler14	Loc14	Gga09	Xtr05
N0.HOG0002531	Cmi11	Cpl13	Ler14	Loc14	Gga09	Xtr05
N0.HOG0002532	Cmi24	Cpl34		Loc25	Gga21	Xtr07
N0.HOG0002533	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0002534	CmiSca	Cpl01	Ler01	Loc04	Gga04	Xtr01
N0.HOG0002535	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0002536	Cmi13	Cpl14	Ler11	Loc06	Gga13, Gga01	Xtr03
N0.HOG0002537		Cpl32	Ler01	Loc04		
N0.HOG0002538	Cmi13		Ler11, Ler10, Ler02, Ler30, Ler03, Ler09, Ler24, Ler19, Ler06			
N0.HOG0002539	Cmi18	Cpl20	Ler21	Loc18	Gga20	
N0.HOG0002540	Cmi14	Cpl17	Ler17	Loc23	Gga11	Xtr04
N0.HOG0002541	Cmi14	Cpl17	Ler17	Loc23	Gga11	
N0.HOG0002542	Cmi18	Cpl20	Ler21	Loc11, Loc18		
N0.HOG0002543	Cmi15	Cpl15	Ler12	Loc07	Gga04	Xtr08
N0.HOG0002544		Cpl06	Ler45	Loc03, Loc02	Gga01	Xtr02
N0.HOG0002545	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0002546	Cmi20	Cpl24	Ler23	Loc10	Gga18	Xtr10
N0.HOG0002547	Cmi31	Cpl39	Ler37	Loc12	Gga01	Xtr04
N0.HOG0002548	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0002549	Cmi16	Cpl21	Ler20		Gga14	Xtr09
N0.HOG0002550	Cmi20	Cpl24	Ler23	Loc10	Gga18	Xtr09
N0.HOG0002551	Cmi20, Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0002552	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0002553	Cmi31	Cpl39	Ler37	Loc12	Gga01	Xtr04
N0.HOG0002554	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0002555	Cmi20	Cpl24	Ler23	Loc10	Gga18	Xtr10
N0.HOG0002556	Cmi16	Cpl21	Ler20	Loc13		Xtr09
N0.HOG0002557	Cmi20	Cpl24	Ler23	Loc10, Loc02	Gga18	Xtr10
N0.HOG0002558	Cmi16	Cpl21	Ler20	Loc13	Gga14	
N0.HOG0002559	Cmi20	CplSca	Ler23	Loc10	Gga18	Xtr10
N0.HOG0002560	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0002561	Cmi20	Cpl24	Ler23	Loc10	Gga18	Xtr10
N0.HOG0002562	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0002563	Cmi20	Cpl24	Ler23	LocSca	Gga18	Xtr10
N0.HOG0002564	Cmi31	Cpl39	Ler37	Loc12	Gga01	Xtr04
N0.HOG0002565	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0002566	Cmi20	Cpl24	Ler23	Loc10	Gga18	Xtr10
N0.HOG0002567	Cmi16	Cpl21	Ler20		Gga14	Xtr09
N0.HOG0002568	Cmi16	Cpl21	Ler20		Gga14	Xtr09
N0.HOG0002569	Cmi16	Cpl21	Ler20	Loc13	Gga14	Xtr09
N0.HOG0002570	Cmi20	Cpl24	Ler23	Loc10	Gga18	Xtr10
N0.HOG0002571	Cmi19	Cpl26	Ler24	Loc03		Xtr02
N0.HOG0002572	Cmi17	Cpl16	Ler18	Loc08	Gga05	Xtr03, Xtr04
N0.HOG0002573	CmiSca	Cpl39	Ler37	Loc08		Xtr07
N0.HOG0002574	Cmi17	CplSca	Ler18	Loc27	Gga05	Xtr04
N0.HOG0002575	Cmi17	Cpl16	Ler18	Loc27	Gga05	Xtr04
N0.HOG0002576	Cmi31	Cpl39	Ler37	Loc08	Gga01	Xtr07
N0.HOG0002577	Cmi18	Cpl20	Ler21	Loc18	Gga20	Xtr10
N0.HOG0002578		Cpl06, Cpl04	Ler04	Loc09	Gga02	Xtr06
N0.HOG0002579		Cpl04	Ler04	Loc09	Gga02	Xtr06
N0.HOG0002580	Cmi18	Cpl20	Ler04, Ler21	Loc18	Gga20	Xtr10
N0.HOG0002581	Cmi18	Cpl35	Ler17, Ler21	Loc23	Gga20	Xtr10
N0.HOG0002582		Cpl17	Ler17	Loc23		
N0.HOG0002583	Cmi19	Cpl26	Ler24	Loc03	Gga26	Xtr02
N0.HOG0002584	Cmi19	CplSca	Ler24	Loc05	Gga25	Xtr08
N0.HOG0002585		CplSca		Loc24		Xtr07
N0.HOG0002586			LerSca	Loc24		Xtr07
N0.HOG0002587					Gga18	Xtr08
N0.HOG0002588	Cmi20	Cpl24	Ler23	Loc10		
N0.HOG0002589	Cmi20	Cpl24	Ler23	Loc10		
N0.HOG0002590		CplSca	Ler23	Loc10	Gga18	Xtr10
N0.HOG0002591		Cpl39		Loc12, Loc13	Gga01	Xtr04, Xtr09
N0.HOG0002592	Cmi21	Cpl31	Ler29	Loc13	Gga14	
N0.HOG0002593	Cmi20	Cpl24	Ler23	Loc10	Gga18	Xtr10
N0.HOG0002594	Cmi26	Cpl40	Ler36	Loc03		Xtr03
N0.HOG0002595	Cmi21	Cpl31		Loc24, Loc19	Gga25	Xtr01, Xtr08
N0.HOG0002596	Cmi21	Cpl31	Ler29		Gga28	Xtr01
N0.HOG0002597	Cmi21	Cpl31	Ler29	Loc19	Gga28	Xtr01
N0.HOG0002598	Cmi26	Cpl36	Ler33	Loc03	Gga10	Xtr03
N0.HOG0002599	Cmi22	Cpl32	Ler33	Loc03	Gga10	Xtr03
N0.HOG0002600	Cmi21	Cpl31	Ler29	Loc19	Gga28	Xtr01
N0.HOG0002601	Cmi22	Cpl36	Ler33	Loc03	Gga10	Xtr03
N0.HOG0002602	CmiSca	Cpl51	LerSca		Gga25	Xtr08
N0.HOG0002603	Cmi22	Cpl32	Ler33	Loc03	Gga10	Xtr03
N0.HOG0002604	CmiSca	Cpl02	Ler03	Loc04	GgaZ	Xtr01
N0.HOG0002605		Cpl33	Ler27	Loc15	Gga27	Xtr10
N0.HOG0002606	Cmi23	Cpl33	Ler27	Loc15	Gga22	Xtr03
N0.HOG0002607	Cmi23	Cpl33	Ler27	Loc15	Gga27	Xtr10
N0.HOG0002608		Cpl33, Cpl04	Ler49	Loc09	Gga02	Xtr06
N0.HOG0002609	Cmi23		Ler27	Loc15	Gga27	Xtr10, Xtr07
N0.HOG0002610	Cmi24	Cpl34	Ler30	Loc25	Gga21	Xtr05
N0.HOG0002611	Cmi24	Cpl34	Ler30	Loc26, Loc25	Gga21, Gga01	Xtr07
N0.HOG0002612	Cmi24	Cpl34	Ler30	Loc25	Gga21	Xtr07
N0.HOG0002613	Cmi24	Cpl34	Ler30	Loc25	Gga21	Xtr07
N0.HOG0002614	Cmi24	Cpl34	Ler30	Loc25	Gga04	Xtr03
N0.HOG0002615		Cpl05	Ler02	Loc01		Xtr02, Xtr01
N0.HOG0002616	Cmi27	Cpl43	Ler40	Loc04	Gga34	Xtr02
N0.HOG0002617	Cmi27	Cpl43, Cpl07	Ler40		Gga07	Xtr09
N0.HOG0002618	Cmi29	Cpl08	Ler39	Loc06	Gga38	Xtr03
N0.HOG0002619	CmiSca	Cpl02	Ler03	Loc02	GgaZ	Xtr01
N0.HOG0002620	Cmi29	Cpl08	Ler39	Loc06		
N0.HOG0002621			LerSca	Loc16, Loc01	Gga08	Xtr05
N0.HOG0002622	Cmi30	Cpl13	Ler34, Ler14	Loc21	Gga17	Xtr08
N0.HOG0002623	Cmi31	Cpl39	Ler37	Loc12, Loc09	Gga01	Xtr04
N0.HOG0002624			Ler18	Loc08, Loc27	Gga05	Xtr03, Xtr04
N0.HOG0002625	Cmi31	Cpl39, Cpl16	Ler37			Xtr07
N0.HOG0002626	CmiSca	Cpl48	LerSca	Loc02		Xtr08, Xtr04
N0.HOG0002627	CmiSca	CplSca	LerSca		Gga25	Xtr08
N0.HOG0002628	CmiSca	Cpl01	Ler01	Loc02	GgaZ, GgaW	Xtr01
N0.HOG0002629	CmiSca	Cpl08	Ler39		Gga30	Xtr03
N0.HOG0002630	CmiSca	Cpl45, Cpl37	Ler44, Ler42	Loc28	Gga39	Xtr04
N0.HOG0002631	CmiSca	Cpl07	Ler07	Loc12	Gga07	Xtr09
N0.HOG0002632		Cpl07		Loc12	Gga07	Xtr09
N0.HOG0002633		Cpl09	Ler08	LocSca	Gga03	Xtr05
N0.HOG0002634		Cpl45		Loc07	Gga05	Xtr08
N0.HOG0002635		Cpl12		Loc28		
N0.HOG0002636		Cpl16	Ler18	Loc23, Loc27	Gga05, Gga02	Xtr06, Xtr07, Xtr04
N0.HOG0002637		Cpl26	Ler24	Loc03, Loc12	Gga26	Xtr02
N0.HOG0002638		Cpl41			Gga01	Xtr07
N0.HOG0002639		Cpl47		Loc06		Xtr02, Xtr09
N0.HOG0002640					Gga10	Xtr01, Xtr08
N0.HOG0002641					Gga14	
N0.HOG0002642				Loc02, Loc05	Gga26	Xtr06, Xtr10, Xtr08, Xtr05, Xtr09
N0.HOG0002643			Ler01, Ler12, Ler18, Ler10, Ler09, Ler17, Ler21			
N0.HOG0002644			Ler01, Ler14, Ler05, Ler27, Ler11, Ler07, Ler08, Ler03			
N0.HOG0002645			Ler05, Ler07, Ler16, Ler02, Ler32, Ler37, Ler22, Ler04, Ler09			
N0.HOG0002646			Ler05, Ler23, Ler29, Ler18, Ler16, Ler02, Ler22, Ler04			
N0.HOG0002647			Ler08, Ler01, Ler02, Ler05, Ler03, Ler07, Ler09			
N0.HOG0002648			Ler04	Loc09		Xtr06
N0.HOG0002649			Ler08	Loc07, Loc16, Loc06, Loc01		
N0.HOG0002650				Loc02, Loc05		
N0.HOG0002651				Loc02		Xtr06, Xtr01, Xtr03
N0.HOG0002652						Xtr07, Xtr08, Xtr03, Xtr04, Xtr02, Xtr10, Xtr05, Xtr01
N0.HOG0002653						Xtr01, Xtr04, Xtr05
N0.HOG0002654						Xtr07, Xtr02, Xtr06, Xtr05, Xtr01, Xtr04
N0.HOG0002655						Xtr07, Xtr06, Xtr08, Xtr03, Xtr09, Xtr02, Xtr05, Xtr01
N0.HOG0002656						Xtr08, Xtr03
N0.HOG0002657						Xtr03, Xtr08, Xtr04, Xtr05
N0.HOG0002658						Xtr03
N0.HOG0002659						Xtr06, Xtr09, Xtr05
N0.HOG0002660						Xtr07
N0.HOG0002661						Xtr08
N0.HOG0002662	Cmi15	Cpl15	Ler12		Gga04	Xtr08
N0.HOG0002663	Cmi01	Cpl32	Ler01	Loc04	Gga04	Xtr01
N0.HOG0002664	Cmi01	Cpl32	Ler01		Gga04	Xtr01
N0.HOG0002665	Cmi13	Cpl14	Ler11		Gga13	Xtr03
N0.HOG0002666	Cmi01	Cpl02	Ler03	Loc04	GgaZ	Xtr01
N0.HOG0002667	Cmi01	Cpl02		Loc04		Xtr01
N0.HOG0002668	Cmi07	Cpl38	Ler34	Loc05	Gga06	Xtr07
N0.HOG0002669	Cmi01	Cpl02		Loc04	GgaZ	Xtr01
N0.HOG0002670	Cmi11	Cpl13	Ler14	Loc14	Gga09	
N0.HOG0002671	Cmi01	Cpl02	Ler03		Gga09	
N0.HOG0002672	Cmi01	Cpl32	Ler01	Loc04	Gga04	Xtr01
N0.HOG0002673	Cmi13	Cpl14	Ler11	Loc06		Xtr03
N0.HOG0002674	Cmi01	Cpl32	Ler01	Loc04	Gga04	Xtr01
N0.HOG0002675	Cmi13	Cpl14	Ler11	Loc06		Xtr03
N0.HOG0002676	Cmi07	Cpl38	Ler34	Loc05	Gga06	Xtr07
N0.HOG0002677	Cmi01	Cpl02		Loc02	Gga04	Xtr01
N0.HOG0002678	Cmi13	Cpl14		Loc06	Gga13	Xtr03
N0.HOG0002679	Cmi01	Cpl32	Ler01	Loc02	Gga04	Xtr01
N0.HOG0002680	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0002681	Cmi01	Cpl01		Loc04	Gga04	Xtr01
N0.HOG0002682	Cmi13	Cpl14	Ler11	Loc06	Gga13	
N0.HOG0002683	Cmi01	Cpl01	Ler01	Loc04	Gga04	Xtr01
N0.HOG0002684	Cmi13	Cpl14	Ler11	Loc06	Gga13	
N0.HOG0002685	Cmi01	Cpl01	Ler01	Loc04	Gga04	
N0.HOG0002686	Cmi01	Cpl01	Ler01	Loc04		Xtr01
N0.HOG0002687	Cmi04	Cpl06	Ler06	Loc03	Gga01	Xtr02
N0.HOG0002688	Cmi01		Ler01	Loc04	Gga04	Xtr01
N0.HOG0002689	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
N0.HOG0002690	Cmi04	CplSca		Loc03	Gga01	Xtr02
N0.HOG0002691	Cmi01	Cpl01		Loc04	Gga04	Xtr01
N0.HOG0002692	Cmi01	Cpl32		Loc04	Gga04	Xtr01
N0.HOG0002693	Cmi13	Cpl14	Ler11	Loc06	Gga13	Xtr03
